Team Name,Against Team,Date,Home Team,Away Team,FT,HT,HTFT,ATFT,HTHT,ATHT,Result,Half-Time Result,Half-Time leading team Win?,MainTeamW_L,MainTeamW_LBin,HTWL,ATWL,HTWS,ATWS,HTBS,ATBS,HTTR,ATTR,Grouped Team Rating,Against Team Rating,Home Team Rating,Away Team Rating,MatchFixtureRating
Arsenal,Newcastle,29-01-2008,Arsenal,Newcastle,3-0,1-0,3,0,1,0,Arsenal,Arsenal,Yes,W,2,W,L,3,0,8,0,11,0,6.11391,3.47167,5.85799,3.16000,11
Birmingham,Sunderland,29-01-2008,Sunderland,Birmingham,2-0,1-0,2,0,1,0,Sunderland,Sunderland,Yes,L,0,W,L,3,0,7,0,10,0,2.84211,2.46805,2.57895,2.34586,-10
Bolton,Fulham,29-01-2008,Bolton,Fulham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.26794,3.00810,3.45933,2.25911,0
Fulham,Bolton,29-01-2008,Bolton,Fulham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.00810,3.26794,3.45933,2.25911,0
Middlesbrough,Wigan,29-01-2008,Middlesbrough,Wigan,1-0,1-0,1,0,1,0,Middlesbrough,Middlesbrough,Yes,W,2,W,L,3,0,6,0,9,0,3.09211,2.80592,3.39474,3.10526,9
Newcastle,Arsenal,29-01-2008,Arsenal,Newcastle,3-0,1-0,3,0,1,0,Arsenal,Arsenal,Yes,L,0,W,L,3,0,8,0,11,0,3.47167,6.11391,5.85799,3.16000,-11
Sunderland,Birmingham,29-01-2008,Sunderland,Birmingham,2-0,1-0,2,0,1,0,Sunderland,Sunderland,Yes,W,2,W,L,3,0,7,0,10,0,2.46805,2.84211,2.57895,2.34586,10
Wigan,Middlesbrough,29-01-2008,Middlesbrough,Wigan,1-0,1-0,1,0,1,0,Middlesbrough,Middlesbrough,Yes,L,0,W,L,3,0,6,0,9,0,2.80592,3.09211,3.39474,3.10526,-9
Chelsea,Reading,30-01-2008,Chelsea,Reading,1-0,1-0,1,0,1,0,Chelsea,Chelsea,Yes,W,2,W,L,3,0,6,0,9,0,6.53550,2.60526,6.07692,2.15789,9
Derby,Man City,30-01-2008,Derby,Man City,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,1.83333,5.22763,2.29825,5.09748,0
Everton,Tottenham,30-01-2008,Everton,Tottenham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.77663,4.57396,4.08876,4.36391,0
Liverpool,West Ham,30-01-2008,West Ham,Liverpool,1-0,0-0,1,0,0,0,West Ham,Draw,Draw,L,0,W,L,3,0,1,0,4,0,5.61095,3.20641,3.37500,5.82840,-4
Man City,Derby,30-01-2008,Derby,Man City,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.22763,1.83333,2.29825,5.09748,0
Man United,Portsmouth,30-01-2008,Man United,Portsmouth,2-0,2-0,2,0,2,0,Man United,Man United,Yes,W,2,W,L,3,0,7,0,10,0,6.81657,2.86466,6.56509,2.53383,10
Portsmouth,Man United,30-01-2008,Man United,Portsmouth,2-0,2-0,2,0,2,0,Man United,Man United,Yes,L,0,W,L,3,0,7,0,10,0,2.86466,6.81657,6.56509,2.53383,-10
Reading,Chelsea,30-01-2008,Chelsea,Reading,1-0,1-0,1,0,1,0,Chelsea,Chelsea,Yes,L,0,W,L,3,0,6,0,9,0,2.60526,6.53550,6.07692,2.15789,-9
Tottenham,Everton,30-01-2008,Everton,Tottenham,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,4.57396,3.77663,4.08876,4.36391,0
West Ham,Liverpool,30-01-2008,West Ham,Liverpool,1-0,0-0,1,0,0,0,West Ham,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.20641,5.61095,3.37500,5.82840,4
Arsenal,Man City,02-02-2008,Man City,Arsenal,1-3,1-2,1,3,1,2,Arsenal,Arsenal,Yes,W,2,L,W,0,8,0,7,0,15,6.11391,5.22763,5.35737,6.36982,15
Birmingham,Derby,02-02-2008,Birmingham,Derby,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.84211,1.83333,3.33835,1.36842,0
Blackburn,Everton,02-02-2008,Blackburn,Everton,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.52153,3.77663,3.65550,3.46450,0
Bolton,Reading,02-02-2008,Reading,Bolton,0-2,0-1,0,2,0,1,Bolton,Bolton,Yes,W,2,L,W,0,8,0,7,0,15,3.26794,2.60526,3.05263,3.07656,15
Chelsea,Portsmouth,02-02-2008,Portsmouth,Chelsea,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,6.53550,2.86466,3.19549,6.99408,0
Derby,Birmingham,02-02-2008,Birmingham,Derby,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,1.83333,2.84211,3.33835,1.36842,0
Everton,Blackburn,02-02-2008,Blackburn,Everton,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.77663,3.52153,3.65550,3.46450,0
Liverpool,Sunderland,02-02-2008,Liverpool,Sunderland,3-0,0-0,3,0,0,0,Liverpool,Draw,Draw,W,2,W,L,3,0,3,0,6,0,5.61095,2.46805,5.39349,2.35714,6
Man City,Arsenal,02-02-2008,Man City,Arsenal,1-3,1-2,1,3,1,2,Arsenal,Arsenal,Yes,L,0,L,W,0,8,0,7,0,15,5.22763,6.11391,5.35737,6.36982,-15
Man United,Tottenham,02-02-2008,Tottenham,Man United,1-1,1-0,1,1,1,0,Draw,Tottenham,No,D,1,D,D,1,1,0,0,1,1,6.81657,4.57396,4.78402,7.06805,0
Portsmouth,Chelsea,02-02-2008,Portsmouth,Chelsea,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.86466,6.53550,3.19549,6.99408,0
Reading,Bolton,02-02-2008,Reading,Bolton,0-2,0-1,0,2,0,1,Bolton,Bolton,Yes,L,0,L,W,0,8,0,7,0,15,2.60526,3.26794,3.05263,3.07656,-15
Sunderland,Liverpool,02-02-2008,Liverpool,Sunderland,3-0,0-0,3,0,0,0,Liverpool,Draw,Draw,L,0,W,L,3,0,3,0,6,0,2.46805,5.61095,5.39349,2.35714,-6
Tottenham,Man United,02-02-2008,Tottenham,Man United,1-1,1-0,1,1,1,0,Draw,Tottenham,No,D,1,D,D,1,1,0,0,1,1,4.57396,6.81657,4.78402,7.06805,0
West Ham,Wigan,02-02-2008,Wigan,West Ham,1-0,1-0,1,0,1,0,Wigan,Wigan,Yes,L,0,W,L,3,0,6,0,9,0,3.20641,2.80592,2.50658,3.03901,-9
Wigan,West Ham,02-02-2008,Wigan,West Ham,1-0,1-0,1,0,1,0,Wigan,Wigan,Yes,W,2,W,L,3,0,6,0,9,0,2.80592,3.20641,2.50658,3.03901,9
Aston Villa,Fulham,03-02-2008,Fulham,Aston Villa,2-1,0-0,2,1,0,0,Fulham,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.27303,3.00810,3.75709,3.39474,-4
Fulham,Aston Villa,03-02-2008,Fulham,Aston Villa,2-1,0-0,2,1,0,0,Fulham,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.00810,3.27303,3.75709,3.39474,4
Middlesbrough,Newcastle,03-02-2008,Newcastle,Middlesbrough,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.09211,3.47167,3.78333,2.78947,0
Newcastle,Middlesbrough,03-02-2008,Newcastle,Middlesbrough,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.47167,3.09211,3.78333,2.78947,0
Aston Villa,Newcastle,09-02-2008,Aston Villa,Newcastle,4-1,0-1,4,1,0,1,Aston Villa,Newcastle,No,W,2,W,L,3,0,3,0,6,0,3.27303,3.47167,3.15132,3.16000,6
Birmingham,West Ham,09-02-2008,West Ham,Birmingham,1-1,1-1,1,1,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.84211,3.20641,3.37500,2.34586,0
Bolton,Portsmouth,09-02-2008,Bolton,Portsmouth,0-1,0-0,0,1,0,0,Portsmouth,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.26794,2.86466,3.45933,2.53383,-9
Derby,Tottenham,09-02-2008,Derby,Tottenham,0-3,0-0,0,3,0,0,Tottenham,Draw,Draw,L,0,L,W,0,8,0,3,0,11,1.83333,4.57396,2.29825,4.36391,-11
Everton,Reading,09-02-2008,Everton,Reading,1-0,0-0,1,0,0,0,Everton,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.77663,2.60526,4.08876,2.15789,4
Fulham,Middlesbrough,09-02-2008,Middlesbrough,Fulham,1-0,1-0,1,0,1,0,Middlesbrough,Middlesbrough,Yes,L,0,W,L,3,0,6,0,9,0,3.00810,3.09211,3.39474,2.25911,-9
Middlesbrough,Fulham,09-02-2008,Middlesbrough,Fulham,1-0,1-0,1,0,1,0,Middlesbrough,Middlesbrough,Yes,W,2,W,L,3,0,6,0,9,0,3.09211,3.00810,3.39474,2.25911,9
Newcastle,Aston Villa,09-02-2008,Aston Villa,Newcastle,4-1,0-1,4,1,0,1,Aston Villa,Newcastle,No,L,0,W,L,3,0,3,0,6,0,3.47167,3.27303,3.15132,3.16000,-6
Portsmouth,Bolton,09-02-2008,Bolton,Portsmouth,0-1,0-0,0,1,0,0,Portsmouth,Draw,Draw,W,2,L,W,0,8,0,1,0,9,2.86466,3.26794,3.45933,2.53383,9
Reading,Everton,09-02-2008,Everton,Reading,1-0,0-0,1,0,0,0,Everton,Draw,Draw,L,0,W,L,3,0,1,0,4,0,2.60526,3.77663,4.08876,2.15789,-4
Sunderland,Wigan,09-02-2008,Sunderland,Wigan,2-0,1-0,2,0,1,0,Sunderland,Sunderland,Yes,W,2,W,L,3,0,7,0,10,0,2.46805,2.80592,2.57895,3.10526,10
Tottenham,Derby,09-02-2008,Derby,Tottenham,0-3,0-0,0,3,0,0,Tottenham,Draw,Draw,W,2,L,W,0,8,0,3,0,11,4.57396,1.83333,2.29825,4.36391,11
West Ham,Birmingham,09-02-2008,West Ham,Birmingham,1-1,1-1,1,1,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.20641,2.84211,3.37500,2.34586,0
Wigan,Sunderland,09-02-2008,Sunderland,Wigan,2-0,1-0,2,0,1,0,Sunderland,Sunderland,Yes,L,0,W,L,3,0,7,0,10,0,2.80592,2.46805,2.57895,3.10526,-10
Chelsea,Liverpool,10-02-2008,Chelsea,Liverpool,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,6.53550,5.61095,6.07692,5.82840,0
Liverpool,Chelsea,10-02-2008,Chelsea,Liverpool,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.61095,6.53550,6.07692,5.82840,0
Man City,Man United,10-02-2008,Man United,Man City,1-2,0-2,1,2,0,2,Man City,Man City,Yes,W,2,L,W,0,8,0,6,0,14,5.22763,6.81657,6.56509,5.09748,14
Man United,Man City,10-02-2008,Man United,Man City,1-2,0-2,1,2,0,2,Man City,Man City,Yes,L,0,L,W,0,8,0,6,0,14,6.81657,5.22763,6.56509,5.09748,-14
Arsenal,Blackburn,11-02-2008,Arsenal,Blackburn,2-0,1-0,2,0,1,0,Arsenal,Arsenal,Yes,W,2,W,L,3,0,7,0,10,0,6.11391,3.52153,5.85799,3.38756,10
Blackburn,Arsenal,11-02-2008,Arsenal,Blackburn,2-0,1-0,2,0,1,0,Arsenal,Arsenal,Yes,L,0,W,L,3,0,7,0,10,0,3.52153,6.11391,5.85799,3.38756,-10
Arsenal,Birmingham,23-02-2008,Birmingham,Arsenal,2-2,1-0,2,2,1,0,Draw,Birmingham,No,D,1,D,D,1,1,0,0,1,1,6.11391,2.84211,3.33835,6.36982,0
Birmingham,Arsenal,23-02-2008,Birmingham,Arsenal,2-2,1-0,2,2,1,0,Draw,Birmingham,No,D,1,D,D,1,1,0,0,1,1,2.84211,6.11391,3.33835,6.36982,0
Derby,Wigan,23-02-2008,Wigan,Derby,2-0,0-0,2,0,0,0,Wigan,Draw,Draw,L,0,W,L,3,0,2,0,5,0,1.83333,2.80592,2.50658,1.36842,-5
Fulham,West Ham,23-02-2008,Fulham,West Ham,0-1,0-0,0,1,0,0,West Ham,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.00810,3.20641,3.75709,3.03901,-9
Liverpool,Middlesbrough,23-02-2008,Liverpool,Middlesbrough,3-2,2-1,3,2,2,1,Liverpool,Liverpool,Yes,W,2,W,L,3,0,6,0,9,0,5.61095,3.09211,5.39349,2.78947,9
Man United,Newcastle,23-02-2008,Newcastle,Man United,1-5,0-2,1,5,0,2,Man United,Man United,Yes,W,2,L,W,0,8,0,9,0,17,6.81657,3.47167,3.78333,7.06805,17
Middlesbrough,Liverpool,23-02-2008,Liverpool,Middlesbrough,3-2,2-1,3,2,2,1,Liverpool,Liverpool,Yes,L,0,W,L,3,0,6,0,9,0,3.09211,5.61095,5.39349,2.78947,-9
Newcastle,Man United,23-02-2008,Newcastle,Man United,1-5,0-2,1,5,0,2,Man United,Man United,Yes,L,0,L,W,0,8,0,9,0,17,3.47167,6.81657,3.78333,7.06805,-17
Portsmouth,Sunderland,23-02-2008,Portsmouth,Sunderland,1-0,0-0,1,0,0,0,Portsmouth,Draw,Draw,W,2,W,L,3,0,1,0,4,0,2.86466,2.46805,3.19549,2.35714,4
Sunderland,Portsmouth,23-02-2008,Portsmouth,Sunderland,1-0,0-0,1,0,0,0,Portsmouth,Draw,Draw,L,0,W,L,3,0,1,0,4,0,2.46805,2.86466,3.19549,2.35714,-4
West Ham,Fulham,23-02-2008,Fulham,West Ham,0-1,0-0,0,1,0,0,West Ham,Draw,Draw,W,2,L,W,0,8,0,1,0,9,3.20641,3.00810,3.75709,3.03901,9
Wigan,Derby,23-02-2008,Wigan,Derby,2-0,0-0,2,0,0,0,Wigan,Draw,Draw,W,2,W,L,3,0,2,0,5,0,2.80592,1.83333,2.50658,1.36842,5
Aston Villa,Reading,24-02-2008,Reading,Aston Villa,1-2,0-1,1,2,0,1,Aston Villa,Aston Villa,Yes,W,2,L,W,0,8,0,6,0,14,3.27303,2.60526,3.05263,3.39474,14
Blackburn,Bolton,24-02-2008,Blackburn,Bolton,4-1,1-0,4,1,1,0,Blackburn,Blackburn,Yes,W,2,W,L,3,0,8,0,11,0,3.52153,3.26794,3.65550,3.07656,11
Bolton,Blackburn,24-02-2008,Blackburn,Bolton,4-1,1-0,4,1,1,0,Blackburn,Blackburn,Yes,L,0,W,L,3,0,8,0,11,0,3.26794,3.52153,3.65550,3.07656,-11
Reading,Aston Villa,24-02-2008,Reading,Aston Villa,1-2,0-1,1,2,0,1,Aston Villa,Aston Villa,Yes,L,0,L,W,0,8,0,6,0,14,2.60526,3.27303,3.05263,3.39474,-14
Everton,Man City,25-02-2008,Man City,Everton,0-2,0-2,0,2,0,2,Everton,Everton,Yes,W,2,L,W,0,8,0,7,0,15,3.77663,5.22763,5.35737,3.46450,15
Man City,Everton,25-02-2008,Man City,Everton,0-2,0-2,0,2,0,2,Everton,Everton,Yes,L,0,L,W,0,8,0,7,0,15,5.22763,3.77663,5.35737,3.46450,-15
Arsenal,Aston Villa,01-03-2008,Arsenal,Aston Villa,1-1,0-1,1,1,0,1,Draw,Aston Villa,No,D,1,D,D,1,1,0,0,1,1,6.11391,3.27303,5.85799,3.39474,0
Aston Villa,Arsenal,01-03-2008,Arsenal,Aston Villa,1-1,0-1,1,1,0,1,Draw,Aston Villa,No,D,1,D,D,1,1,0,0,1,1,3.27303,6.11391,5.85799,3.39474,0
Birmingham,Tottenham,01-03-2008,Birmingham,Tottenham,4-1,1-0,4,1,1,0,Birmingham,Birmingham,Yes,W,2,W,L,3,0,8,0,11,0,2.84211,4.57396,3.33835,4.36391,11
Blackburn,Newcastle,01-03-2008,Newcastle,Blackburn,0-1,0-0,0,1,0,0,Blackburn,Draw,Draw,W,2,L,W,0,8,0,1,0,9,3.52153,3.47167,3.78333,3.38756,9
Chelsea,West Ham,01-03-2008,West Ham,Chelsea,0-4,0-3,0,4,0,3,Chelsea,Chelsea,Yes,W,2,L,W,0,8,0,9,0,17,6.53550,3.20641,3.37500,6.99408,17
Derby,Sunderland,01-03-2008,Derby,Sunderland,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,1.83333,2.46805,2.29825,2.35714,0
Fulham,Man United,01-03-2008,Fulham,Man United,0-3,0-2,0,3,0,2,Man United,Man United,Yes,L,0,L,W,0,8,0,8,0,16,3.00810,6.81657,3.75709,7.06805,-16
Man City,Wigan,01-03-2008,Man City,Wigan,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.22763,2.80592,5.35737,3.10526,0
Man United,Fulham,01-03-2008,Fulham,Man United,0-3,0-2,0,3,0,2,Man United,Man United,Yes,W,2,L,W,0,8,0,8,0,16,6.81657,3.00810,3.75709,7.06805,16
Middlesbrough,Reading,01-03-2008,Middlesbrough,Reading,0-1,0-0,0,1,0,0,Reading,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.09211,2.60526,3.39474,2.15789,-9
Newcastle,Blackburn,01-03-2008,Newcastle,Blackburn,0-1,0-0,0,1,0,0,Blackburn,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.47167,3.52153,3.78333,3.38756,-9
Reading,Middlesbrough,01-03-2008,Middlesbrough,Reading,0-1,0-0,0,1,0,0,Reading,Draw,Draw,W,2,L,W,0,8,0,1,0,9,2.60526,3.09211,3.39474,2.15789,9
Sunderland,Derby,01-03-2008,Derby,Sunderland,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.46805,1.83333,2.29825,2.35714,0
Tottenham,Birmingham,01-03-2008,Birmingham,Tottenham,4-1,1-0,4,1,1,0,Birmingham,Birmingham,Yes,L,0,W,L,3,0,8,0,11,0,4.57396,2.84211,3.33835,4.36391,-11
West Ham,Chelsea,01-03-2008,West Ham,Chelsea,0-4,0-3,0,4,0,3,Chelsea,Chelsea,Yes,L,0,L,W,0,8,0,9,0,17,3.20641,6.53550,3.37500,6.99408,-17
Wigan,Man City,01-03-2008,Man City,Wigan,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.80592,5.22763,5.35737,3.10526,0
Bolton,Liverpool,02-03-2008,Bolton,Liverpool,1-3,0-1,1,3,0,1,Liverpool,Liverpool,Yes,L,0,L,W,0,8,0,7,0,15,3.26794,5.61095,3.45933,5.82840,-15
Everton,Portsmouth,02-03-2008,Everton,Portsmouth,3-1,1-1,3,1,1,1,Everton,Draw,Draw,W,2,W,L,3,0,2,0,5,0,3.77663,2.86466,4.08876,2.53383,5
Liverpool,Bolton,02-03-2008,Bolton,Liverpool,1-3,0-1,1,3,0,1,Liverpool,Liverpool,Yes,W,2,L,W,0,8,0,7,0,15,5.61095,3.26794,3.45933,5.82840,15
Portsmouth,Everton,02-03-2008,Everton,Portsmouth,3-1,1-1,3,1,1,1,Everton,Draw,Draw,L,0,W,L,3,0,2,0,5,0,2.86466,3.77663,4.08876,2.53383,-5
Liverpool,West Ham,05-03-2008,Liverpool,West Ham,4-0,1-0,4,0,1,0,Liverpool,Liverpool,Yes,W,2,W,L,3,0,9,0,12,0,5.61095,3.20641,5.39349,3.03901,12
West Ham,Liverpool,05-03-2008,Liverpool,West Ham,4-0,1-0,4,0,1,0,Liverpool,Liverpool,Yes,L,0,W,L,3,0,9,0,12,0,3.20641,5.61095,5.39349,3.03901,-12
Blackburn,Fulham,08-03-2008,Blackburn,Fulham,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.52153,3.00810,3.65550,2.25911,0
Fulham,Blackburn,08-03-2008,Blackburn,Fulham,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.00810,3.52153,3.65550,2.25911,0
Liverpool,Newcastle,08-03-2008,Liverpool,Newcastle,3-0,2-0,3,0,2,0,Liverpool,Liverpool,Yes,W,2,W,L,3,0,8,0,11,0,5.61095,3.47167,5.39349,3.16000,11
Man City,Reading,08-03-2008,Reading,Man City,2-0,0-0,2,0,0,0,Reading,Draw,Draw,L,0,W,L,3,0,2,0,5,0,5.22763,2.60526,3.05263,5.09748,-5
Newcastle,Liverpool,08-03-2008,Liverpool,Newcastle,3-0,2-0,3,0,2,0,Liverpool,Liverpool,Yes,L,0,W,L,3,0,8,0,11,0,3.47167,5.61095,5.39349,3.16000,-11
Reading,Man City,08-03-2008,Reading,Man City,2-0,0-0,2,0,0,0,Reading,Draw,Draw,W,2,W,L,3,0,2,0,5,0,2.60526,5.22763,3.05263,5.09748,5
Arsenal,Wigan,09-03-2008,Wigan,Arsenal,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,6.11391,2.80592,2.50658,6.36982,0
Everton,Sunderland,09-03-2008,Sunderland,Everton,0-1,0-0,0,1,0,0,Everton,Draw,Draw,W,2,L,W,0,8,0,1,0,9,3.77663,2.46805,2.57895,3.46450,9
Sunderland,Everton,09-03-2008,Sunderland,Everton,0-1,0-0,0,1,0,0,Everton,Draw,Draw,L,0,L,W,0,8,0,1,0,9,2.46805,3.77663,2.57895,3.46450,-9
Tottenham,West Ham,09-03-2008,Tottenham,West Ham,4-0,2-0,4,0,2,0,Tottenham,Tottenham,Yes,W,2,W,L,3,0,9,0,12,0,4.57396,3.20641,4.78402,3.03901,12
West Ham,Tottenham,09-03-2008,Tottenham,West Ham,4-0,2-0,4,0,2,0,Tottenham,Tottenham,Yes,L,0,W,L,3,0,9,0,12,0,3.20641,4.57396,4.78402,3.03901,-12
Wigan,Arsenal,09-03-2008,Wigan,Arsenal,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.80592,6.11391,2.50658,6.36982,0
Aston Villa,Middlesbrough,12-03-2008,Aston Villa,Middlesbrough,1-1,0-1,1,1,0,1,Draw,Middlesbrough,No,D,1,D,D,1,1,0,0,1,1,3.27303,3.09211,3.15132,2.78947,0
Birmingham,Portsmouth,12-03-2008,Portsmouth,Birmingham,4-2,2-2,4,2,2,2,Portsmouth,Draw,Draw,L,0,W,L,3,0,2,0,5,0,2.84211,2.86466,3.19549,2.34586,-5
Chelsea,Derby,12-03-2008,Chelsea,Derby,6-1,2-0,6,1,2,0,Chelsea,Chelsea,Yes,W,2,W,L,3,0,10,0,13,0,6.53550,1.83333,6.07692,1.36842,13
Derby,Chelsea,12-03-2008,Chelsea,Derby,6-1,2-0,6,1,2,0,Chelsea,Chelsea,Yes,L,0,W,L,3,0,10,0,13,0,1.83333,6.53550,6.07692,1.36842,-13
Middlesbrough,Aston Villa,12-03-2008,Aston Villa,Middlesbrough,1-1,0-1,1,1,0,1,Draw,Middlesbrough,No,D,1,D,D,1,1,0,0,1,1,3.09211,3.27303,3.15132,2.78947,0
Portsmouth,Birmingham,12-03-2008,Portsmouth,Birmingham,4-2,2-2,4,2,2,2,Portsmouth,Draw,Draw,W,2,W,L,3,0,2,0,5,0,2.86466,2.84211,3.19549,2.34586,5
Arsenal,Middlesbrough,15-03-2008,Arsenal,Middlesbrough,1-1,0-1,1,1,0,1,Draw,Middlesbrough,No,D,1,D,D,1,1,0,0,1,1,6.11391,3.09211,5.85799,2.78947,0
Aston Villa,Portsmouth,15-03-2008,Portsmouth,Aston Villa,2-0,2-0,2,0,2,0,Portsmouth,Portsmouth,Yes,L,0,W,L,3,0,7,0,10,0,3.27303,2.86466,3.19549,3.39474,-10
Blackburn,West Ham,15-03-2008,West Ham,Blackburn,2-1,1-1,2,1,1,1,West Ham,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.52153,3.20641,3.37500,3.38756,-4
Chelsea,Sunderland,15-03-2008,Sunderland,Chelsea,0-1,0-1,0,1,0,1,Chelsea,Chelsea,Yes,W,2,L,W,0,8,0,6,0,14,6.53550,2.46805,2.57895,6.99408,14
Derby,Man United,15-03-2008,Derby,Man United,0-1,0-0,0,1,0,0,Man United,Draw,Draw,L,0,L,W,0,8,0,1,0,9,1.83333,6.81657,2.29825,7.06805,-9
Liverpool,Reading,15-03-2008,Liverpool,Reading,2-1,1-1,2,1,1,1,Liverpool,Draw,Draw,W,2,W,L,3,0,1,0,4,0,5.61095,2.60526,5.39349,2.15789,4
Man United,Derby,15-03-2008,Derby,Man United,0-1,0-0,0,1,0,0,Man United,Draw,Draw,W,2,L,W,0,8,0,1,0,9,6.81657,1.83333,2.29825,7.06805,9
Middlesbrough,Arsenal,15-03-2008,Arsenal,Middlesbrough,1-1,0-1,1,1,0,1,Draw,Middlesbrough,No,D,1,D,D,1,1,0,0,1,1,3.09211,6.11391,5.85799,2.78947,0
Portsmouth,Aston Villa,15-03-2008,Portsmouth,Aston Villa,2-0,2-0,2,0,2,0,Portsmouth,Portsmouth,Yes,W,2,W,L,3,0,7,0,10,0,2.86466,3.27303,3.19549,3.39474,10
Reading,Liverpool,15-03-2008,Liverpool,Reading,2-1,1-1,2,1,1,1,Liverpool,Draw,Draw,L,0,W,L,3,0,1,0,4,0,2.60526,5.61095,5.39349,2.15789,-4
Sunderland,Chelsea,15-03-2008,Sunderland,Chelsea,0-1,0-1,0,1,0,1,Chelsea,Chelsea,Yes,L,0,L,W,0,8,0,6,0,14,2.46805,6.53550,2.57895,6.99408,-14
West Ham,Blackburn,15-03-2008,West Ham,Blackburn,2-1,1-1,2,1,1,1,West Ham,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.20641,3.52153,3.37500,3.38756,4
Bolton,Wigan,16-03-2008,Wigan,Bolton,1-0,1-0,1,0,1,0,Wigan,Wigan,Yes,L,0,W,L,3,0,6,0,9,0,3.26794,2.80592,2.50658,3.07656,-9
Everton,Fulham,16-03-2008,Fulham,Everton,1-0,0-0,1,0,0,0,Fulham,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.77663,3.00810,3.75709,3.46450,-4
Fulham,Everton,16-03-2008,Fulham,Everton,1-0,0-0,1,0,0,0,Fulham,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.00810,3.77663,3.75709,3.46450,4
Man City,Tottenham,16-03-2008,Man City,Tottenham,2-1,0-1,2,1,0,1,Man City,Tottenham,No,W,2,W,L,3,0,1,0,4,0,5.22763,4.57396,5.35737,4.36391,4
Tottenham,Man City,16-03-2008,Man City,Tottenham,2-1,0-1,2,1,0,1,Man City,Tottenham,No,L,0,W,L,3,0,1,0,4,0,4.57396,5.22763,5.35737,4.36391,-4
Wigan,Bolton,16-03-2008,Wigan,Bolton,1-0,1-0,1,0,1,0,Wigan,Wigan,Yes,W,2,W,L,3,0,6,0,9,0,2.80592,3.26794,2.50658,3.07656,9
Birmingham,Newcastle,17-03-2008,Birmingham,Newcastle,1-1,1-0,1,1,1,0,Draw,Birmingham,No,D,1,D,D,1,1,0,0,1,1,2.84211,3.47167,3.33835,3.16000,0
Newcastle,Birmingham,17-03-2008,Birmingham,Newcastle,1-1,1-0,1,1,1,0,Draw,Birmingham,No,D,1,D,D,1,1,0,0,1,1,3.47167,2.84211,3.33835,3.16000,0
