Team Name,Against Team,Date,Home Team,Away Team,FT,HT,HTFT,ATFT,HTHT,ATHT,Result,Half-Time Result,Half-Time leading team Win?,MainTeamW_L,MainTeamW_LBin,HTWL,ATWL,HTWS,ATWS,HTBS,ATBS,HTTR,ATTR,Grouped Team Rating,Against Team Rating,Home Team Rating,Away Team Rating,MatchFixtureRating
Fulham,Newcastle,15-12-2007,Fulham,Newcastle,0-1,0-0,0,1,0,0,Newcastle,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.00810,3.47167,3.75709,3.16000,-9
Man City,Bolton,15-12-2007,Man City,Bolton,4-2,1-2,4,2,1,2,Man City,Bolton,No,W,2,W,L,3,0,2,0,5,0,5.22763,3.26794,5.35737,3.07656,5
Middlesbrough,Derby,15-12-2007,Derby,Middlesbrough,0-1,0-1,0,1,0,1,Middlesbrough,Middlesbrough,Yes,W,2,L,W,0,8,0,6,0,14,3.09211,1.83333,2.29825,2.78947,14
Newcastle,Fulham,15-12-2007,Fulham,Newcastle,0-1,0-0,0,1,0,0,Newcastle,Draw,Draw,W,2,L,W,0,8,0,1,0,9,3.47167,3.00810,3.75709,3.16000,9
Portsmouth,Tottenham,15-12-2007,Portsmouth,Tottenham,0-1,0-0,0,1,0,0,Tottenham,Draw,Draw,L,0,L,W,0,8,0,1,0,9,2.86466,4.57396,3.19549,4.36391,-9
Reading,Birmingham,15-12-2007,Birmingham,Reading,1-1,1-0,1,1,1,0,Draw,Birmingham,No,D,1,D,D,1,1,0,0,1,1,2.60526,2.84211,3.33835,2.15789,0
Sunderland,Aston Villa,15-12-2007,Sunderland,Aston Villa,1-1,1-0,1,1,1,0,Draw,Sunderland,No,D,1,D,D,1,1,0,0,1,1,2.46805,3.27303,2.57895,3.39474,0
Tottenham,Portsmouth,15-12-2007,Portsmouth,Tottenham,0-1,0-0,0,1,0,0,Tottenham,Draw,Draw,W,2,L,W,0,8,0,1,0,9,4.57396,2.86466,3.19549,4.36391,9
West Ham,Everton,15-12-2007,West Ham,Everton,0-2,0-1,0,2,0,1,Everton,Everton,Yes,L,0,L,W,0,8,0,7,0,15,3.20641,3.77663,3.37500,3.46450,-15
Wigan,Blackburn,15-12-2007,Wigan,Blackburn,5-3,3-1,5,3,3,1,Wigan,Wigan,Yes,W,2,W,L,3,0,7,0,10,0,2.80592,3.52153,2.50658,3.38756,10
Arsenal,Chelsea,16-12-2007,Arsenal,Chelsea,1-0,1-0,1,0,1,0,Arsenal,Arsenal,Yes,W,2,W,L,3,0,6,0,9,0,6.11391,6.53550,5.85799,6.99408,9
Chelsea,Arsenal,16-12-2007,Arsenal,Chelsea,1-0,1-0,1,0,1,0,Arsenal,Arsenal,Yes,L,0,W,L,3,0,6,0,9,0,6.53550,6.11391,5.85799,6.99408,-9
Liverpool,Man United,16-12-2007,Liverpool,Man United,0-1,0-1,0,1,0,1,Man United,Man United,Yes,L,0,L,W,0,8,0,6,0,14,5.61095,6.81657,5.39349,7.06805,-14
Man United,Liverpool,16-12-2007,Liverpool,Man United,0-1,0-1,0,1,0,1,Man United,Man United,Yes,W,2,L,W,0,8,0,6,0,14,6.81657,5.61095,5.39349,7.06805,14
Arsenal,Tottenham,22-12-2007,Arsenal,Tottenham,2-1,0-0,2,1,0,0,Arsenal,Draw,Draw,W,2,W,L,3,0,1,0,4,0,6.11391,4.57396,5.85799,4.36391,4
Aston Villa,Man City,22-12-2007,Aston Villa,Man City,1-1,1-1,1,1,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.27303,5.22763,3.15132,5.09748,0
Birmingham,Bolton,22-12-2007,Bolton,Birmingham,3-0,0-0,3,0,0,0,Bolton,Draw,Draw,L,0,W,L,3,0,3,0,6,0,2.84211,3.26794,3.45933,2.34586,-6
Bolton,Birmingham,22-12-2007,Bolton,Birmingham,3-0,0-0,3,0,0,0,Bolton,Draw,Draw,W,2,W,L,3,0,3,0,6,0,3.26794,2.84211,3.45933,2.34586,6
Fulham,Wigan,22-12-2007,Fulham,Wigan,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.00810,2.80592,3.75709,3.10526,0
Liverpool,Portsmouth,22-12-2007,Liverpool,Portsmouth,4-1,2-0,4,1,2,0,Liverpool,Liverpool,Yes,W,2,W,L,3,0,8,0,11,0,5.61095,2.86466,5.39349,2.53383,11
Man City,Aston Villa,22-12-2007,Aston Villa,Man City,1-1,1-1,1,1,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.22763,3.27303,3.15132,5.09748,0
Middlesbrough,West Ham,22-12-2007,Middlesbrough,West Ham,1-2,1-1,1,2,1,1,West Ham,Draw,Draw,L,0,L,W,0,8,0,1,0,9,3.09211,3.20641,3.39474,3.03901,-9
Portsmouth,Liverpool,22-12-2007,Liverpool,Portsmouth,4-1,2-0,4,1,2,0,Liverpool,Liverpool,Yes,L,0,W,L,3,0,8,0,11,0,2.86466,5.61095,5.39349,2.53383,-11
Reading,Sunderland,22-12-2007,Reading,Sunderland,2-1,0-0,2,1,0,0,Reading,Draw,Draw,W,2,W,L,3,0,1,0,4,0,2.60526,2.46805,3.05263,2.35714,4
Sunderland,Reading,22-12-2007,Reading,Sunderland,2-1,0-0,2,1,0,0,Reading,Draw,Draw,L,0,W,L,3,0,1,0,4,0,2.46805,2.60526,3.05263,2.35714,-4
Tottenham,Arsenal,22-12-2007,Arsenal,Tottenham,2-1,0-0,2,1,0,0,Arsenal,Draw,Draw,L,0,W,L,3,0,1,0,4,0,4.57396,6.11391,5.85799,4.36391,-4
West Ham,Middlesbrough,22-12-2007,Middlesbrough,West Ham,1-2,1-1,1,2,1,1,West Ham,Draw,Draw,W,2,L,W,0,8,0,1,0,9,3.20641,3.09211,3.39474,3.03901,9
Wigan,Fulham,22-12-2007,Fulham,Wigan,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.80592,3.00810,3.75709,3.10526,0
Blackburn,Chelsea,23-12-2007,Blackburn,Chelsea,0-1,0-1,0,1,0,1,Chelsea,Chelsea,Yes,L,0,L,W,0,8,0,6,0,14,3.52153,6.53550,3.65550,6.99408,-14
Chelsea,Blackburn,23-12-2007,Blackburn,Chelsea,0-1,0-1,0,1,0,1,Chelsea,Chelsea,Yes,W,2,L,W,0,8,0,6,0,14,6.53550,3.52153,3.65550,6.99408,14
Derby,Newcastle,23-12-2007,Newcastle,Derby,2-2,1-1,2,2,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,1.83333,3.47167,3.78333,1.36842,0
Everton,Man United,23-12-2007,Man United,Everton,2-1,1-1,2,1,1,1,Man United,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.77663,6.81657,6.56509,3.46450,-4
Man United,Everton,23-12-2007,Man United,Everton,2-1,1-1,2,1,1,1,Man United,Draw,Draw,W,2,W,L,3,0,1,0,4,0,6.81657,3.77663,6.56509,3.46450,4
Newcastle,Derby,23-12-2007,Newcastle,Derby,2-2,1-1,2,2,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.47167,1.83333,3.78333,1.36842,0
Arsenal,Portsmouth,26-12-2007,Portsmouth,Arsenal,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,6.11391,2.86466,3.19549,6.36982,0
Aston Villa,Chelsea,26-12-2007,Chelsea,Aston Villa,4-4,1-2,4,4,1,2,Draw,Aston Villa,No,D,1,D,D,1,1,0,0,1,1,3.27303,6.53550,6.07692,3.39474,0
Birmingham,Middlesbrough,26-12-2007,Birmingham,Middlesbrough,3-0,2-0,3,0,2,0,Birmingham,Birmingham,Yes,W,2,W,L,3,0,8,0,11,0,2.84211,3.09211,3.33835,2.78947,11
Bolton,Everton,26-12-2007,Everton,Bolton,2-0,0-0,2,0,0,0,Everton,Draw,Draw,L,0,W,L,3,0,2,0,5,0,3.26794,3.77663,4.08876,3.07656,-5
Chelsea,Aston Villa,26-12-2007,Chelsea,Aston Villa,4-4,1-2,4,4,1,2,Draw,Aston Villa,No,D,1,D,D,1,1,0,0,1,1,6.53550,3.27303,6.07692,3.39474,0
Derby,Liverpool,26-12-2007,Derby,Liverpool,1-2,0-1,1,2,0,1,Liverpool,Liverpool,Yes,L,0,L,W,0,8,0,6,0,14,1.83333,5.61095,2.29825,5.82840,-14
Everton,Bolton,26-12-2007,Everton,Bolton,2-0,0-0,2,0,0,0,Everton,Draw,Draw,W,2,W,L,3,0,2,0,5,0,3.77663,3.26794,4.08876,3.07656,5
Fulham,Tottenham,26-12-2007,Tottenham,Fulham,5-1,2-0,5,1,2,0,Tottenham,Tottenham,Yes,L,0,W,L,3,0,9,0,12,0,3.00810,4.57396,4.78402,2.25911,-12
Liverpool,Derby,26-12-2007,Derby,Liverpool,1-2,0-1,1,2,0,1,Liverpool,Liverpool,Yes,W,2,L,W,0,8,0,6,0,14,5.61095,1.83333,2.29825,5.82840,14
Man United,Sunderland,26-12-2007,Sunderland,Man United,0-4,0-3,0,4,0,3,Man United,Man United,Yes,W,2,L,W,0,8,0,9,0,17,6.81657,2.46805,2.57895,7.06805,17
Middlesbrough,Birmingham,26-12-2007,Birmingham,Middlesbrough,3-0,2-0,3,0,2,0,Birmingham,Birmingham,Yes,L,0,W,L,3,0,8,0,11,0,3.09211,2.84211,3.33835,2.78947,-11
Newcastle,Wigan,26-12-2007,Wigan,Newcastle,1-0,0-0,1,0,0,0,Wigan,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.47167,2.80592,2.50658,3.16000,-4
Portsmouth,Arsenal,26-12-2007,Portsmouth,Arsenal,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.86466,6.11391,3.19549,6.36982,0
Reading,West Ham,26-12-2007,West Ham,Reading,1-1,1-0,1,1,1,0,Draw,West Ham,No,D,1,D,D,1,1,0,0,1,1,2.60526,3.20641,3.37500,2.15789,0
Sunderland,Man United,26-12-2007,Sunderland,Man United,0-4,0-3,0,4,0,3,Man United,Man United,Yes,L,0,L,W,0,8,0,9,0,17,2.46805,6.81657,2.57895,7.06805,-17
Tottenham,Fulham,26-12-2007,Tottenham,Fulham,5-1,2-0,5,1,2,0,Tottenham,Tottenham,Yes,W,2,W,L,3,0,9,0,12,0,4.57396,3.00810,4.78402,2.25911,12
West Ham,Reading,26-12-2007,West Ham,Reading,1-1,1-0,1,1,1,0,Draw,West Ham,No,D,1,D,D,1,1,0,0,1,1,3.20641,2.60526,3.37500,2.15789,0
Wigan,Newcastle,26-12-2007,Wigan,Newcastle,1-0,0-0,1,0,0,0,Wigan,Draw,Draw,W,2,W,L,3,0,1,0,4,0,2.80592,3.47167,2.50658,3.16000,4
Blackburn,Man City,27-12-2007,Man City,Blackburn,2-2,2-1,2,2,2,1,Draw,Man City,No,D,1,D,D,1,1,0,0,1,1,3.52153,5.22763,5.35737,3.38756,0
Man City,Blackburn,27-12-2007,Man City,Blackburn,2-2,2-1,2,2,2,1,Draw,Man City,No,D,1,D,D,1,1,0,0,1,1,5.22763,3.52153,5.35737,3.38756,0
Arsenal,Everton,29-12-2007,Everton,Arsenal,1-4,1-0,1,4,1,0,Arsenal,Everton,No,W,2,L,W,0,8,0,3,0,11,6.11391,3.77663,4.08876,6.36982,11
Aston Villa,Wigan,29-12-2007,Wigan,Aston Villa,1-2,1-0,1,2,1,0,Aston Villa,Wigan,No,W,2,L,W,0,8,0,1,0,9,3.27303,2.80592,2.50658,3.39474,9
Birmingham,Fulham,29-12-2007,Birmingham,Fulham,1-1,0-1,1,1,0,1,Draw,Fulham,No,D,1,D,D,1,1,0,0,1,1,2.84211,3.00810,3.33835,2.25911,0
Bolton,Sunderland,29-12-2007,Sunderland,Bolton,3-1,2-1,3,1,2,1,Sunderland,Sunderland,Yes,L,0,W,L,3,0,7,0,10,0,3.26794,2.46805,2.57895,3.07656,-10
Chelsea,Newcastle,29-12-2007,Chelsea,Newcastle,2-1,1-0,2,1,1,0,Chelsea,Chelsea,Yes,W,2,W,L,3,0,6,0,9,0,6.53550,3.47167,6.07692,3.16000,9
Everton,Arsenal,29-12-2007,Everton,Arsenal,1-4,1-0,1,4,1,0,Arsenal,Everton,No,L,0,L,W,0,8,0,3,0,11,3.77663,6.11391,4.08876,6.36982,-11
Fulham,Birmingham,29-12-2007,Birmingham,Fulham,1-1,0-1,1,1,0,1,Draw,Fulham,No,D,1,D,D,1,1,0,0,1,1,3.00810,2.84211,3.33835,2.25911,0
Man United,West Ham,29-12-2007,West Ham,Man United,2-1,0-1,2,1,0,1,West Ham,Man United,No,L,0,W,L,3,0,1,0,4,0,6.81657,3.20641,3.37500,7.06805,-4
Middlesbrough,Portsmouth,29-12-2007,Portsmouth,Middlesbrough,0-1,0-1,0,1,0,1,Middlesbrough,Middlesbrough,Yes,W,2,L,W,0,8,0,6,0,14,3.09211,2.86466,3.19549,2.78947,14
Newcastle,Chelsea,29-12-2007,Chelsea,Newcastle,2-1,1-0,2,1,1,0,Chelsea,Chelsea,Yes,L,0,W,L,3,0,6,0,9,0,3.47167,6.53550,6.07692,3.16000,-9
Portsmouth,Middlesbrough,29-12-2007,Portsmouth,Middlesbrough,0-1,0-1,0,1,0,1,Middlesbrough,Middlesbrough,Yes,L,0,L,W,0,8,0,6,0,14,2.86466,3.09211,3.19549,2.78947,-14
Reading,Tottenham,29-12-2007,Tottenham,Reading,6-4,1-1,6,4,1,1,Tottenham,Draw,Draw,L,0,W,L,3,0,2,0,5,0,2.60526,4.57396,4.78402,2.15789,-5
Sunderland,Bolton,29-12-2007,Sunderland,Bolton,3-1,2-1,3,1,2,1,Sunderland,Sunderland,Yes,W,2,W,L,3,0,7,0,10,0,2.46805,3.26794,2.57895,3.07656,10
Tottenham,Reading,29-12-2007,Tottenham,Reading,6-4,1-1,6,4,1,1,Tottenham,Draw,Draw,W,2,W,L,3,0,2,0,5,0,4.57396,2.60526,4.78402,2.15789,5
West Ham,Man United,29-12-2007,West Ham,Man United,2-1,0-1,2,1,0,1,West Ham,Man United,No,W,2,W,L,3,0,1,0,4,0,3.20641,6.81657,3.37500,7.06805,4
Wigan,Aston Villa,29-12-2007,Wigan,Aston Villa,1-2,1-0,1,2,1,0,Aston Villa,Wigan,No,L,0,L,W,0,8,0,1,0,9,2.80592,3.27303,2.50658,3.39474,-9
Blackburn,Derby,30-12-2007,Derby,Blackburn,1-2,1-2,1,2,1,2,Blackburn,Blackburn,Yes,W,2,L,W,0,8,0,6,0,14,3.52153,1.83333,2.29825,3.38756,14
Derby,Blackburn,30-12-2007,Derby,Blackburn,1-2,1-2,1,2,1,2,Blackburn,Blackburn,Yes,L,0,L,W,0,8,0,6,0,14,1.83333,3.52153,2.29825,3.38756,-14
Liverpool,Man City,30-12-2007,Man City,Liverpool,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.61095,5.22763,5.35737,5.82840,0
Man City,Liverpool,30-12-2007,Man City,Liverpool,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.22763,5.61095,5.35737,5.82840,0
Arsenal,West Ham,01-01-2008,Arsenal,West Ham,2-0,2-0,2,0,2,0,Arsenal,Arsenal,Yes,W,2,W,L,3,0,7,0,10,0,6.11391,3.20641,5.85799,3.03901,10
Aston Villa,Tottenham,01-01-2008,Aston Villa,Tottenham,2-1,1-0,2,1,1,0,Aston Villa,Aston Villa,Yes,W,2,W,L,3,0,6,0,9,0,3.27303,4.57396,3.15132,4.36391,9
Birmingham,Man United,01-01-2008,Man United,Birmingham,1-0,1-0,1,0,1,0,Man United,Man United,Yes,L,0,W,L,3,0,6,0,9,0,2.84211,6.81657,6.56509,2.34586,-9
Chelsea,Fulham,01-01-2008,Fulham,Chelsea,1-2,1-0,1,2,1,0,Chelsea,Fulham,No,W,2,L,W,0,8,0,1,0,9,6.53550,3.00810,3.75709,6.99408,9
Everton,Middlesbrough,01-01-2008,Middlesbrough,Everton,0-2,0-0,0,2,0,0,Everton,Draw,Draw,W,2,L,W,0,8,0,2,0,10,3.77663,3.09211,3.39474,3.46450,10
Fulham,Chelsea,01-01-2008,Fulham,Chelsea,1-2,1-0,1,2,1,0,Chelsea,Fulham,No,L,0,L,W,0,8,0,1,0,9,3.00810,6.53550,3.75709,6.99408,-9
Man United,Birmingham,01-01-2008,Man United,Birmingham,1-0,1-0,1,0,1,0,Man United,Man United,Yes,W,2,W,L,3,0,6,0,9,0,6.81657,2.84211,6.56509,2.34586,9
Middlesbrough,Everton,01-01-2008,Middlesbrough,Everton,0-2,0-0,0,2,0,0,Everton,Draw,Draw,L,0,L,W,0,8,0,2,0,10,3.09211,3.77663,3.39474,3.46450,-10
Portsmouth,Reading,01-01-2008,Reading,Portsmouth,0-2,0-1,0,2,0,1,Portsmouth,Portsmouth,Yes,W,2,L,W,0,8,0,7,0,15,2.86466,2.60526,3.05263,2.53383,15
Reading,Portsmouth,01-01-2008,Reading,Portsmouth,0-2,0-1,0,2,0,1,Portsmouth,Portsmouth,Yes,L,0,L,W,0,8,0,7,0,15,2.60526,2.86466,3.05263,2.53383,-15
Tottenham,Aston Villa,01-01-2008,Aston Villa,Tottenham,2-1,1-0,2,1,1,0,Aston Villa,Aston Villa,Yes,L,0,W,L,3,0,6,0,9,0,4.57396,3.27303,3.15132,4.36391,-9
West Ham,Arsenal,01-01-2008,Arsenal,West Ham,2-0,2-0,2,0,2,0,Arsenal,Arsenal,Yes,L,0,W,L,3,0,7,0,10,0,3.20641,6.11391,5.85799,3.03901,-10
Blackburn,Sunderland,02-01-2008,Blackburn,Sunderland,1-0,0-0,1,0,0,0,Blackburn,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.52153,2.46805,3.65550,2.35714,4
Bolton,Derby,02-01-2008,Bolton,Derby,1-0,0-0,1,0,0,0,Bolton,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.26794,1.83333,3.45933,1.36842,4
Derby,Bolton,02-01-2008,Bolton,Derby,1-0,0-0,1,0,0,0,Bolton,Draw,Draw,L,0,W,L,3,0,1,0,4,0,1.83333,3.26794,3.45933,1.36842,-4
Liverpool,Wigan,02-01-2008,Liverpool,Wigan,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.61095,2.80592,5.39349,3.10526,0
Man City,Newcastle,02-01-2008,Newcastle,Man City,0-2,0-1,0,2,0,1,Man City,Man City,Yes,W,2,L,W,0,8,0,7,0,15,5.22763,3.47167,3.78333,5.09748,15
Newcastle,Man City,02-01-2008,Newcastle,Man City,0-2,0-1,0,2,0,1,Man City,Man City,Yes,L,0,L,W,0,8,0,7,0,15,3.47167,5.22763,3.78333,5.09748,-15
Sunderland,Blackburn,02-01-2008,Blackburn,Sunderland,1-0,0-0,1,0,0,0,Blackburn,Draw,Draw,L,0,W,L,3,0,1,0,4,0,2.46805,3.52153,3.65550,2.35714,-4
Wigan,Liverpool,02-01-2008,Liverpool,Wigan,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,2.80592,5.61095,5.39349,3.10526,0
Arsenal,Birmingham,12-01-2008,Arsenal,Birmingham,1-1,1-0,1,1,1,0,Draw,Arsenal,No,D,1,D,D,1,1,0,0,1,1,6.11391,2.84211,5.85799,2.34586,0
Aston Villa,Reading,12-01-2008,Aston Villa,Reading,3-1,1-0,3,1,1,0,Aston Villa,Aston Villa,Yes,W,2,W,L,3,0,7,0,10,0,3.27303,2.60526,3.15132,2.15789,10
Birmingham,Arsenal,12-01-2008,Arsenal,Birmingham,1-1,1-0,1,1,1,0,Draw,Arsenal,No,D,1,D,D,1,1,0,0,1,1,2.84211,6.11391,5.85799,2.34586,0
Chelsea,Tottenham,12-01-2008,Chelsea,Tottenham,2-0,1-0,2,0,1,0,Chelsea,Chelsea,Yes,W,2,W,L,3,0,7,0,10,0,6.53550,4.57396,6.07692,4.36391,10
Derby,Wigan,12-01-2008,Derby,Wigan,0-1,0-0,0,1,0,0,Wigan,Draw,Draw,L,0,L,W,0,8,0,1,0,9,1.83333,2.80592,2.29825,3.10526,-9
Everton,Man City,12-01-2008,Everton,Man City,1-0,1-0,1,0,1,0,Everton,Everton,Yes,W,2,W,L,3,0,6,0,9,0,3.77663,5.22763,4.08876,5.09748,9
Fulham,West Ham,12-01-2008,West Ham,Fulham,2-1,1-1,2,1,1,1,West Ham,Draw,Draw,L,0,W,L,3,0,1,0,4,0,3.00810,3.20641,3.37500,2.25911,-4
Liverpool,Middlesbrough,12-01-2008,Middlesbrough,Liverpool,1-1,1-0,1,1,1,0,Draw,Middlesbrough,No,D,1,D,D,1,1,0,0,1,1,5.61095,3.09211,3.39474,5.82840,0
Man City,Everton,12-01-2008,Everton,Man City,1-0,1-0,1,0,1,0,Everton,Everton,Yes,L,0,W,L,3,0,6,0,9,0,5.22763,3.77663,4.08876,5.09748,-9
Man United,Newcastle,12-01-2008,Man United,Newcastle,6-0,0-0,6,0,0,0,Man United,Draw,Draw,W,2,W,L,3,0,5,0,8,0,6.81657,3.47167,6.56509,3.16000,8
Middlesbrough,Liverpool,12-01-2008,Middlesbrough,Liverpool,1-1,1-0,1,1,1,0,Draw,Middlesbrough,No,D,1,D,D,1,1,0,0,1,1,3.09211,5.61095,3.39474,5.82840,0
Newcastle,Man United,12-01-2008,Man United,Newcastle,6-0,0-0,6,0,0,0,Man United,Draw,Draw,L,0,W,L,3,0,5,0,8,0,3.47167,6.81657,6.56509,3.16000,-8
Reading,Aston Villa,12-01-2008,Aston Villa,Reading,3-1,1-0,3,1,1,0,Aston Villa,Aston Villa,Yes,L,0,W,L,3,0,7,0,10,0,2.60526,3.27303,3.15132,2.15789,-10
Tottenham,Chelsea,12-01-2008,Chelsea,Tottenham,2-0,1-0,2,0,1,0,Chelsea,Chelsea,Yes,L,0,W,L,3,0,7,0,10,0,4.57396,6.53550,6.07692,4.36391,-10
West Ham,Fulham,12-01-2008,West Ham,Fulham,2-1,1-1,2,1,1,1,West Ham,Draw,Draw,W,2,W,L,3,0,1,0,4,0,3.20641,3.00810,3.37500,2.25911,4
Wigan,Derby,12-01-2008,Derby,Wigan,0-1,0-0,0,1,0,0,Wigan,Draw,Draw,W,2,L,W,0,8,0,1,0,9,2.80592,1.83333,2.29825,3.10526,9
Blackburn,Bolton,13-01-2008,Bolton,Blackburn,1-2,1-0,1,2,1,0,Blackburn,Bolton,No,W,2,L,W,0,8,0,1,0,9,3.52153,3.26794,3.45933,3.38756,9
Bolton,Blackburn,13-01-2008,Bolton,Blackburn,1-2,1-0,1,2,1,0,Blackburn,Bolton,No,L,0,L,W,0,8,0,1,0,9,3.26794,3.52153,3.45933,3.38756,-9
Portsmouth,Sunderland,13-01-2008,Sunderland,Portsmouth,2-0,2-0,2,0,2,0,Sunderland,Sunderland,Yes,L,0,W,L,3,0,7,0,10,0,2.86466,2.46805,2.57895,2.53383,-10
Sunderland,Portsmouth,13-01-2008,Sunderland,Portsmouth,2-0,2-0,2,0,2,0,Sunderland,Sunderland,Yes,W,2,W,L,3,0,7,0,10,0,2.46805,2.86466,2.57895,2.53383,10
Arsenal,Fulham,19-01-2008,Fulham,Arsenal,0-3,0-2,0,3,0,2,Arsenal,Arsenal,Yes,W,2,L,W,0,8,0,8,0,16,6.11391,3.00810,3.75709,6.36982,16
Birmingham,Chelsea,19-01-2008,Birmingham,Chelsea,0-1,0-0,0,1,0,0,Chelsea,Draw,Draw,L,0,L,W,0,8,0,1,0,9,2.84211,6.53550,3.33835,6.99408,-9
Blackburn,Middlesbrough,19-01-2008,Blackburn,Middlesbrough,1-1,0-1,1,1,0,1,Draw,Middlesbrough,No,D,1,D,D,1,1,0,0,1,1,3.52153,3.09211,3.65550,2.78947,0
Bolton,Newcastle,19-01-2008,Newcastle,Bolton,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.26794,3.47167,3.78333,3.07656,0
Chelsea,Birmingham,19-01-2008,Birmingham,Chelsea,0-1,0-0,0,1,0,0,Chelsea,Draw,Draw,W,2,L,W,0,8,0,1,0,9,6.53550,2.84211,3.33835,6.99408,9
Derby,Portsmouth,19-01-2008,Portsmouth,Derby,3-1,2-1,3,1,2,1,Portsmouth,Portsmouth,Yes,L,0,W,L,3,0,7,0,10,0,1.83333,2.86466,3.19549,1.36842,-10
Fulham,Arsenal,19-01-2008,Fulham,Arsenal,0-3,0-2,0,3,0,2,Arsenal,Arsenal,Yes,L,0,L,W,0,8,0,8,0,16,3.00810,6.11391,3.75709,6.36982,-16
Man United,Reading,19-01-2008,Reading,Man United,0-2,0-0,0,2,0,0,Man United,Draw,Draw,W,2,L,W,0,8,0,2,0,10,6.81657,2.60526,3.05263,7.06805,10
Middlesbrough,Blackburn,19-01-2008,Blackburn,Middlesbrough,1-1,0-1,1,1,0,1,Draw,Middlesbrough,No,D,1,D,D,1,1,0,0,1,1,3.09211,3.52153,3.65550,2.78947,0
Newcastle,Bolton,19-01-2008,Newcastle,Bolton,0-0,0-0,0,0,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.47167,3.26794,3.78333,3.07656,0
Portsmouth,Derby,19-01-2008,Portsmouth,Derby,3-1,2-1,3,1,2,1,Portsmouth,Portsmouth,Yes,W,2,W,L,3,0,7,0,10,0,2.86466,1.83333,3.19549,1.36842,10
Reading,Man United,19-01-2008,Reading,Man United,0-2,0-0,0,2,0,0,Man United,Draw,Draw,L,0,L,W,0,8,0,2,0,10,2.60526,6.81657,3.05263,7.06805,-10
Sunderland,Tottenham,19-01-2008,Tottenham,Sunderland,2-0,1-0,2,0,1,0,Tottenham,Tottenham,Yes,L,0,W,L,3,0,7,0,10,0,2.46805,4.57396,4.78402,2.35714,-10
Tottenham,Sunderland,19-01-2008,Tottenham,Sunderland,2-0,1-0,2,0,1,0,Tottenham,Tottenham,Yes,W,2,W,L,3,0,7,0,10,0,4.57396,2.46805,4.78402,2.35714,10
Everton,Wigan,20-01-2008,Wigan,Everton,1-2,0-2,1,2,0,2,Everton,Everton,Yes,W,2,L,W,0,8,0,6,0,14,3.77663,2.80592,2.50658,3.46450,14
Man City,West Ham,20-01-2008,Man City,West Ham,1-1,1-1,1,1,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,5.22763,3.20641,5.35737,3.03901,0
West Ham,Man City,20-01-2008,Man City,West Ham,1-1,1-1,1,1,1,1,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.20641,5.22763,5.35737,3.03901,0
Wigan,Everton,20-01-2008,Wigan,Everton,1-2,0-2,1,2,0,2,Everton,Everton,Yes,L,0,L,W,0,8,0,6,0,14,2.80592,3.77663,2.50658,3.46450,-14
Aston Villa,Liverpool,21-01-2008,Liverpool,Aston Villa,2-2,1-0,2,2,1,0,Draw,Liverpool,No,D,1,D,D,1,1,0,0,1,1,3.27303,5.61095,5.39349,3.39474,0
Liverpool,Aston Villa,21-01-2008,Liverpool,Aston Villa,2-2,1-0,2,2,1,0,Draw,Liverpool,No,D,1,D,D,1,1,0,0,1,1,5.61095,3.27303,5.39349,3.39474,0
Aston Villa,Blackburn,26-01-2008,Aston Villa,Blackburn,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.27303,3.52153,3.15132,3.38756,0
Blackburn,Aston Villa,26-01-2008,Aston Villa,Blackburn,1-1,0-0,1,1,0,0,Draw,Draw,Draw,D,1,D,D,1,1,0,0,1,1,3.52153,3.27303,3.15132,3.38756,0
